,question,response1,response2,r1_score1,r1_s2,r2_s1,r2_s2
46,"In Objective C I want to create a simple application that posts a string to a php file using ASIHTTPRequest.

I have no need for an interface and am finding it hard to find any example code. Does anyone know where I can find code, or can anyone give me an example of such code?","The ASIHTTPRequest documentation covers this. Specifically, [Sending a form POST with ASIFormDataRequest](http://allseeing-i.com/ASIHTTPRequest/How-to-use#sending_a_form_post_with_ASIFormDataRequest).",[This site](http://www.webdesignideas.org/2011/08/18/simple-login-app-for-iphone-tutorial/comment-page-1/#comment-34811) has a really great walkthrough on how to use ASIHTTPREQUEST to authenticate data against a database. the walkthrough breaks the entire process down file by file for you.,-2.59108829498291,-2.889740467071533,-2.89802885055542,-2.854583740234375
47,"I made a survey and gave to certain user Contribute permission to answer the survey.
Appears that even if you give to user ""Read"" permissions Action bar is still available.
Is there any chance to hide ""Action bar"" for limited permission users?",Try using the `onbeforeunload()` function or jQuery [unload()](http://api.jquery.com/unload/),"Not sure jQuery will help you here, but you could try

```
<html>
    <body onUnLoad='alert(""Please do not leave!"")'>
</html>

```

Should note that this will fire whenever the user tries to leave your page (Refresh or otherwise).",-2.5378081798553467,-1.3657543659210205,-3.237366199493408,-1.600411295890808
48,"```
$(window).bind(""beforeunload"",function(){
    return ""cant be seen in ff"";
});

```

The problem is that i can't see the ""cant be seen in ff"" on the confirm box in my FireFox browser, but works well in other browsers(IE Chrome)

Any solutions??","See this: <https://bugzilla.mozilla.org/show_bug.cgi?id=588292>

It looks like forefox decided to remove the support for the beforeunload as we know it.","do this 

```
<script>
    window.onbeforeunload = function(){
         return ""cant be seen in ff"";
    }
</script>

```",-3.639025926589966,-2.079894542694092,-1.9869486093521118,-2.54180645942688
49,"I'm new in Ruby/Rails, so, my question: what is the perfect way to upload file and save filename in database with rails? Are there any Gem? Or maybe there are good build-in feature?","Also try [carrierwave](https://github.com/jnicklas/carrierwave), Ryan has a good screencast about this [gem](http://railscasts.com/episodes/253-carrierwave-file-uploads)",Most people use the [Paperclip Gem](https://github.com/thoughtbot/paperclip).,-2.9230871200561523,-1.7376331090927124,-4.659542083740234,-4.249255180358887
50,"I have two divs:

```
<div class=""dialog large""></div>

```

and

```
<div class=""dialog""></div>

```

I have to remove the one with the class ""dialog"" but keep the one with ""dialog large"".

If I do `$('dialog').remove();` they are both removed.

Can anyone help me with this?","```
$('div.dialog:not(.large)').remove();

```

**[DEMO](http://jsfiddle.net/QStkd/512/)**

### A little explain

`div.dialog` will select `div` with `class=dialog` (in this case both div will select). But

`div.dialog:not(.large)` will exclude those `div` with `class` `large` and remove them.

### Related Refs

* **[:not()](http://api.jquery.com/not-selector/)**
* **[class selector](http://api.jquery.com/class-selector/)**","Use this:

```
$(""div.dialog"").not('.large').remove();

```

[Fiddle](http://jsfiddle.net/v74V4/1/) here...",-3.963386058807373,-2.395277976989746,-4.990135669708252,-3.512767791748047
51,"i want to find out total number of android APIs (Classes and Methods) used in my android application source code. but i want to do it programmatically. can any one suggest me how can i do so??

Thanks in Advance","You can do it with [Reflections API](http://code.google.com/p/reflections/).

You can get the list of classes using the following code : 

```
Reflections ref = new Reflections(""package_name"");
Set<Class<?>> classes = ref.getSubTypesOf(Object.class);

```

Then by using the [Class.getDeclaredMethods()](http://docs.oracle.com/javase/6/docs/api/java/lang/Class.html#getDeclaredMethods%28%29) or [Class.getMethods()](http://docs.oracle.com/javase/6/docs/api/java/lang/Class.html#getMethods%28%29) you can get the list of methods.","The eclipse metrics plugin looks promising. It is not specially designed for android but there's a chance that it will provide you with (most of) the informations you need.

**Reference**

* [project on sourceforge](http://metrics2.sourceforge.net/)",-1.7948250770568848,-1.799913763999939,-3.1953322887420654,-1.3921642303466797
52,"How to get access to the custom named views instead of giving the same method name in Zend framework 2.0.

For Eg: 

Under index action ""return new ViewModel();"" will call index.phtml but i want to call an another view here.","Just call model view with view you want:

```
     $model = new ViewModel(); 
     $model->setTemplate('edit'); 
     return $model;

```

More info: <http://framework.zend.com/manual/2.0/en/modules/zend.view.renderer.php-renderer.html>","Within your controller, you can use the `ViewModel`'s `setTemplate` method to change which script will be rendered:

```php
public function someAction()
{
    // do stuff here

    $viewModel = new ViewModel($anArrayOfVariablesForTheView);
    $viewModel->setTemplate('application/view/arbitrary');
    return $viewModel;
}

```

Note that you don't need to specify the `.phtml`.",-1.9387025833129883,-3.2905802726745605,-1.0131888389587402,-2.3185958862304688
53,"My JSON data is like 

```
{
    ""Brand"":[""EM-03"",""TORRES""],
    ""Price"":[""5.00000"",""10.00000"",""15.00000""],
    ""Country"":[""US"",""SG""]
}

```

I want to loop that JSON data to get

```
Brand = 
  EM-03 -
  TORRES

Price = 
  5.00000 -
  10.00000 -
  15.00000

Country = US - SG

```","With [`$.each`](http://api.jquery.com/jQuery.each/)

```
$.each(data, function(key, value){
   console.log(value); 
});

```","Try this

```
$.each(data, function(key, value){
   console.log(value.join('-')); 
});

```",-3.4017302989959717,-2.04695987701416,-2.0126376152038574,-2.1584062576293945
54,"My Box Shadow is not showing in IE7 and IE8. 

```
#bodyContainer{
 background: url(../images/site_bg.png)  repeat ;
 margin: 0px auto;
    width:1000px;
    float:left;
    position:relative;
    border: 1px solid #EEEEEE;
    /*background:#FFFFFF;*/
     box-shadow: 0 0 5px 0 #000000;

}

```",You have to use the non-standard IE filter property. See [this article](http://hedgerwow.appspot.com/demo/shadow),"Accoding to `Box-shadow`'s [MDN compatibility table](https://developer.mozilla.org/en-US/docs/CSS/box-shadow#Browser_compatibility), Box-shadow doesn't support in IE7 and IE8.

Check the same link (Notes section) for more info on alternative properties like [Dropshadow](http://msdn.microsoft.com/en-us/library/ms532985%28VS.85,loband%29.aspx) and [shadow](http://msdn.microsoft.com/en-us/library/ms533086%28VS.85,loband%29.aspx) properties.

**Syntax**:

```
filter:progid:DXImageTransform.Microsoft.DropShadow(sProperties)

```

---

```
filter:progid:DXImageTransform.Microsoft.Shadow(sProperties)

```",-0.7504900097846985,-2.1110193729400635,-1.575422763824463,-1.5849063396453857
55,"How to remove curly brackets in R?
Eg. ""{abcd}"" to ""abcd""

How can I use gsub function in R to do this? If any other method is available, please suggest.","Try this 

```
gsub(""\\{|\\}"", """", ""{abcd}"")
[1] ""abcd""

```

Or this 

```
gsub(""[{}]"", """", ""{abcd}"")

```","```
x <- ""{abcd}""
gsub(""^\\{+(.+)\\}+$"", '\\1', x)

```

This will remove all braces on either end of the string. The difference between this and @Dickoa's answer is that this would leave any braces inside the string alone.",-6.006107330322266,-2.6542484760284424,-2.667931079864502,-2.9225270748138428
56,"How can I retrieve all keys in a Hash in Ruby, also the nested ones. Duplicates should be ignored, e.g.

```
{ a: 3, b: { b: 2, b: { c: 5 } } }.soberize
=> [:a, :b, :c]

```

What would be the fastest implementation?","Simple recursive solution:

```
def recursive_keys(data)
  data.keys + data.values.map{|value| recursive_keys(value) if value.is_a?(Hash) }
end

def all_keys(data)
  recursive_keys(data).flatten.compact.uniq
end 

```

Usage:

```
all_keys({ a: 3, b: { b: 2, b: { c: 5 } } })
=> [:a, :b, :c]

```","What about a recursive method?

```
def nested_keys(hash, array)
  if hash.is_a?(Hash)
    array |= hash.keys
    hash.keys.map do |key|
      array = nested_keys(hash[key], array)
    end
  end
  array
end

```",-2.5175724029541016,-3.059079170227051,-3.555774688720703,-3.4403443336486816
57,"I have an query related to straight join the query is correct but showing error

```
SELECT table112.id,table112.bval1,table112.bval2,  
table111.id,table111.aval1  
FROM table112  
STRAIGHT_JOIN table111; 

```

Showing an error can anybody help out this","There is missing the join condition.

```
SELECT table112.id,table112.bval1,table112.bval2,
table111.id,table111.aval1
FROM table112
STRAIGHT_JOIN table111 ON table112.id = table111.id

```","```
SELECT table112.id, table112.bval1, table112.bval2, table111.id,table111.aval1 FROM table112

```

That is not a join

```
Select * from table112 join table111 ON table112.id = table111.id

```

That is how a join works.

What are you trying to do? I might be able to help more than.",-4.00838041305542,-3.385274887084961,-4.433820724487305,-3.242138385772705
58,"Im new to ASP. can any body give the sample code for select all the checkbox while selecting one checkbox from the check box list. 

Select All

A

B

C

once checking the select all check from the checkbox list all other items also should get selected.","From you image it seems like you presented the ViewController using push

The `dismissViewControllerAnimated` is used to close ViewControllers that presented using modal

**Swift 2**

```
navigationController.popViewControllerAnimated(true)

```

**Swift 4**

```
navigationController?.popViewController(animated: true)

dismiss(animated: true, completion: nil)

```","**In Swift 3.0**

If you want to dismiss a presented view controller

```
self.dismiss(animated: true, completion: nil)

```",-1.7901921272277832,-3.3471903800964355,-1.7730482816696167,-2.9624035358428955
59,Is there a way in Eclipse to easily find all appearances of a variable in a file without having to manually search (CTRL + F) for it?,"with the cursor on the variable, press ctrl-shift-g. Works for variables, classes, methods, works across the entire project. If you just click on the variable, eclipse will highlight all uses of the variable in the current file, and mark the scrollbar with the places that are highlighted.","There is a search with many features accessible with `Control`+`G`, but it does not support variables inside of a function.

There is also another search, which occurs when you select a variable or other thing and press `Control`+`Shift`+`G`.",-0.5829628109931946,-0.8109381794929504,-2.6394410133361816,-2.5786261558532715
60,"In mathematics we can assume that `sin(t1)` is equal to `t1` for very small angles. How to do that in Matlab?

```
syms t1;
res = sin(t1);
res2= MAGIC(res,t1);

```

I need `MAGIC`to change `res`, such that it becomes `t1`.

Thanks","It is `Input` and not `input`.
[This commit](https://github.com/laravel/laravel/commit/2adbbbd91e9d6e2d569cc56f138b7273efe25651) removed `Input` facade definition from `config/app.php` hence you have to manually add that in to `aliases` array as below,

```
'Input' => Illuminate\Support\Facades\Input::class,

```

Or You can import `Input` facade directly as required,

```
use Illuminate\Support\Facades\Input;

```","It's changed in laravel 6. [See for more info here](https://laravel.com/docs/6.x/upgrade#the-input-facade)

Don't do anything in app.php and anywhere else, just replace

input::get() with Request::input()

and

on top where you declare Input,Validator,Hash etc., remove **Input** and add **Request**

use something like :

Config,DB,File,Hash,**Input**,Redirect,Session,View,Validator,**Request**;",-3.2949771881103516,-3.122706890106201,-5.263718605041504,-3.611959457397461
61,"When I run my project on my iphone or in the simulator it works fine.

When I try to run it on an ipad I get the below error:

*file was built for arm64 which is not the architecture being linked (armv7)*

The devices it set to Universal.
Does anybody have an idea about what else I should check?",Just in case somebody has the same problem as me. Some of my target projects had different iOS Deployment target and that is why the linking failed. After moving them all to the same the problem was solved.,I should have added armv6 for iPad 2. Done that and it works now,-1.541590929031372,-3.0130972862243652,-1.7964657545089722,-2.104630470275879
62,"I am using laravel 5 and having following array:

```
    array:3 [▼
  0 => 3,
  1 => 4,
  2 => 5
]

```

Now i wanted to get all values/rows from table say 'X' having id's 3,4,5","Try this query 

```
$array = [ 0 => 3,1 => 4, 2 => 5];

$results = DB::table('x')
                    ->whereIn('id',$array)
                    ->get();

```","**You can see the query sample for Laravel 5**

```
  $result=DB::table('x')->whereIn('id',[3,4,5])->get();

```",-1.1094753742218018,-1.8236709833145142,-0.3867322504520416,-1.4476739168167114
63,"I hava a list of sings: 

```
var sings = ["","",""."","":"",""!"",""?""]

```

How do I check if a word contains one of these signs and return it?

For example:

```
""But,""

return "",""

""Finished.""

return "".""

""Questions?""

return ""?""

```","Here is example function

```
var checkSigns = function(str) {
    var signs = ["","",""."","":"",""!"",""?""];

    for (var i = 0; i < signs.length; i++) {
        if (str.indexOf[signs[i]] !== -1) {
            return signs[i];
        }
    }
};

```","You can use `filter()` and `indexOf()` and return array of signs that are found in string.

```js
var signs = ["","",""."","":"",""!"",""?""];
function check(str, arr) {
  return arr.filter(function(e) {
    return str.indexOf(e) != -1
  })
}

console.log(check(""But,"", signs))
console.log(check(""Finished."", signs))
```",-3.942795991897583,-2.2744715213775635,-2.2113118171691895,-2.9137778282165527
64,"why do we need self referential object in javascript.
example 

```
let a = {};
a.self = a;

```

now a property self is referring to itself and become circular object.

in nodejs when we use routing library like hapi.
the request object which we receive is circular","The problem came from ***malloc(total\_courses + sizeof(course\_collection))***

You only allocate array of pointer of course\_collection.
You need allocate memory for whole the *struct Course*

It should be **malloc(total\_courses \* sizeof(struct Course))**","User this malloc(total\_courses + sizeof(struct Course)) instead of malloc(total\_courses + sizeof(course\_collection))

segmentation fault due to memory allocation mostly for arrays
arr[n] we use it till '0' to 'n-1' { carefully observe not 'n'}",-2.5108587741851807,-2.021439790725708,-3.339228391647339,-3.7695491313934326
65,"Let us assume In PHP

```
$i = 016;
echo $i / 2;

```

The output is returning `7`.! why..?","Appending 0 to the front of a number in PHP is making it octal.

16 in octal is equivalent to 14 in decimal.

So , 14/2 = 7 is the answer.","The leading `0` will cause `016` to be interpreted as written in base `8`, thus in base `10` it will actually be `14`.
So `14/2 = 7`",-1.1239241361618042,-1.9629290103912354,-1.8379398584365845,-1.2688859701156616
66,"When I run the following code

```
public class Program
{
    public static void Main()
    {
        string s = ""480"";
        Console.WriteLine(1 == -1 ? 0 : s[1]);
        Console.WriteLine(s[1]);
    }
}

```

I get 

```
56
8

```

I don't understand how I get 56.","Your `0 : s[1]` converts the `char` in `s[1]` to an integer. And the value of `8` in the ASCII table is `56`.

You want to use a `char` on the left hand side too (using single quotes):

```
Console.WriteLine(1 == -1 ? '0' : s[1]);

```","s[1] is the int value of the char.

The question operator implies an integer from the zero meaning it is an int. It converts the char to int.",-3.3306264877319336,-3.4470956325531006,-3.9192988872528076,-4.0922346115112305
67,"I am looking for a solution to convert my string to `camelcaps` by the `dot` it contains.

here is my string: `'sender.state'`

I am expecting the result as : `'senderState'`;

I tried this: `'sender.state'.replace(/\./g, '');` it removes the `.` but how to handle the `camel caps` stuff?","You can pass a function to `.replace()`:

```
'sender.state'.replace(/\.([a-z])/g, (match, letter) => letter.toUpperCase());

```","Without `regex` - this might help :

```
var str = ""bad.unicron"";
var temp = str.split(""."");
return temp[0]+temp[1].charAt(0).toUpperCase() + temp[1].slice(1);

```

I'll try to come up with `regex`",-2.347611665725708,-3.4521048069000244,-2.631349563598633,-3.692171573638916
68,"I need to click a button whose xpath is ""**//input[contains(@value,'Export to Excel')]**"" through **Execute Javascript** keyword. I don't know how to use it.

Can anyone help me out!!!","You can write it as below

```
Execute JavaScript    document.evaluate(""ur xpath"",document.body,null,9,null).singleNodeValue.click();

```","The solution I found out for this problem is I have **reloaded the page** after **executing the AutoIT** script, then I was able to execute the remaining code.",-4.733769416809082,-2.9968085289001465,-4.965277194976807,-3.9752724170684814
69,"When we are using hive, data is not displayed in perfect table format. Column name and actual data related to column differs in position if the column name is big. How to fix it?","You specified the condition in `WHERE` clause

for the condition that you required

```
DELETE d
FROM   mytab d
WHERE (
          d.x1 = 'b' AND d.act = 0
      )
OR    d.x1 is null

```","In MySQL use where clause

```
DELETE FROM mytab 
WHERE x1 = b AND act=0 OR x1 IS NULL;;

```

Just execute this SQL and done. It will delete rows from database matching these conditions.",-3.6086130142211914,-3.517829418182373,-1.153177261352539,-2.6870903968811035
70,"I find the method `public ValueStateDescriptor(String name,TypeInformation<T> typeInfo,T defaultValue)`is now deprecated and the documentation says to manage the default value by checking whether the contents of the state is null.
I wonder what does this suggestion for?","We have discovered that our own proxy were writing Access-Control-Allow-Origin header as well. That's why together with keycloak we got it twice.

Our devops team has fixed the code of our proxy and it works now.","`*` is not valid value for `Access-Control-Allow-Origin` for sites running on https. 

Remove `*` from web origins client configuration in the Keycloak and configure all used web origin explicitly (no wildchars).",-4.325216293334961,-3.7273688316345215,-4.385068416595459,-3.5119264125823975
71,"I tried to run `flutter pub get` and I got this error:

```
Error on line 1, column 1 of pubspec.lock: Unexpected character
╷

1 │
│ ^

  ╵
pub upgrade failed (65;   ╵)

```","The file pubspec.lock is a generated file, so you can delete it and then regenerate it.

Delete **pubspec.lock**.

Run the following command:

```
flutter pub get

```

or

```
flutter pub upgrade

```

Notes on [pub upgrade](https://dart.dev/tools/pub/cmd/pub-upgrade) (you could probably skip the delete step).","Delete the file at flutter/packages/flutter\_tools/pubspec.lock then try flutter pub upgrade again.

You may have interrupted the upgrade process before it finished hence the file became invalid.",-2.9728806018829346,-3.6187779903411865,-1.5130298137664795,-1.2024320363998413
72,"I have the below list :-

```
someList = [""one"",""three"",""four"",""five"",""six"",""two""]

```

I want to change position of ""two"" i.e after ""one"" and rest string should be shifted as they are.

Expected Output : -

> 
> someList = [""one"",""two"",""three"",""four"",""five"",""six"",]
> 
> 
>","You can pop 2 from current index and insert to new index

```py
l.insert(1, l.pop(-1))

```","You can use unpacking to redistribute

```
a,c,d,e,b = [""one"",""three"",""four"",""five"",""six"",""two""]
someList= [a,b,c,d,e]
someList

```",-3.1884477138519287,-2.8592844009399414,-5.618229866027832,-3.756988525390625
73,"Have some data stored in different directory paths in databricks file system. Need to rename some folders. Is it possible to rename folders in DBFS? If so, what's the command?","You can use `mv` with `%fs` magic, or `dbutils.fs` to do this. This command is used for renaming and/or moving files and directories

`%fs mv -r /path/to/folder /path/to/new_folder_name`

the `-r` is to do recursive move with directories.

It's documented in the [dbutils](https://docs.databricks.com/_static/notebooks/dbutils.html). There is also more info [here](https://docs.databricks.com/data/databricks-file-system.html#dbfs-and-local-driver-node-paths).","Use this. Just replace the path with your actual path.

```
old_name = r""dbfs:/FileStore/tables/PM/TC/ROBERTA""
new_name = r""dbfs:/FileStore/tables/PM/TC/BERT""

dbutils.fs.mv(old_name, new_name, True)

```",-3.272139072418213,-2.354201316833496,-3.040601968765259,-3.0875697135925293
74,"```
<img src=""https://res.cloudinary.com/dvhhqcxre/image/upload/v1611495185/zenith/tldyffcvvfm9fj51pvjp.jpg"">

```

I want to get rid of the img tag, I just want only the image link","```js
const image = document.querySelector('img')
image.outerHTML = image.src
```

```html
<img src=""https://res.cloudinary.com/dvhhqcxre/image/upload/v1611495185/zenith/tldyffcvvfm9fj51pvjp.jpg"">
```","You can use a [`DOMParser`](https://developer.mozilla.org/en-US/docs/Web/API/DOMParser) to parse the string and get the `src` property of the image:

```js
const str = `<img src=""https://res.cloudinary.com/dvhhqcxre/image/upload/v1611495185/zenith/tldyffcvvfm9fj51pvjp.jpg"">`;

const res = new DOMParser().parseFromString(str, ""text/html"").querySelector('img').src;
console.log(res)
```",-4.25948429107666,-1.7005418539047241,-0.6856586933135986,-1.418573260307312
75,"I don't know how to describe them, so here is a screenshot
[![enter image description here](https://i.stack.imgur.com/BZKHP.png)](https://i.stack.imgur.com/BZKHP.png)","This is one method using css pseudo elements `:before` and `:after`.

I used the Horizontal bar Unicode character ― in the css `content:` declaration.

```css
div:before {
  content: ""― "";
}

div:after {
  content: "" ―"";
}
```

```html
<div>TEST</div>
```","Here it is the code

```css
p {
    background-color: #ffffff;
    position: relative;
    z-index: 1;
    width: max-content;
    margin: auto;
    padding: 0px 5px;
}
hr {
    width: 100px;
    position: absolute;
    left: 50%;
    transform: translatex(-50%);
    top: 9px;
}
div {
postition: relative;
}
```

```html
<div>
  <p>Hello</p>
  <hr>
</div>
```",-3.5287539958953857,-4.381687641143799,-3.0774786472320557,-3.618406057357788
76,"```
x =[1,2,3,4,5,6]
y = [1,2,3,4,5]
if x == y:
    print(""Numbers found"")
else:
    print(""Numbers not found"")

```

*I want to print the numbers which are not present in list y.*","The fastest way is to transform both in sets and print the difference:

```
>>> print(set(x).difference(set(y)))
{6}

```

This code print numbers present in `x` but not in `y`","```
x =[1,2,3,4,5,6]
y = [1,2,3,4,5]

for i in x:
    if i in y:
        print(f""{i} found"")
    else:
        print(f""{i} not found"")

```",-1.5513536930084229,-1.530629277229309,-3.648555278778076,-2.2917518615722656
